x1,x2,x3,x4,y
2.3066,3.5364,0.57551,0.41938,0
1.0987,0.6394,5.989,-0.58277,0
-2.2261,12.5398,2.9438,-3.5258,0
2.9719,6.8369,-0.2702,0.71291,0
-0.016103,9.7484,0.15394,-1.6134,0
0.96708,3.8426,-4.9314,-4.1323,1
3.3669,-5.1856,3.6935,-1.1427,0
3.7798,-3.3109,2.6491,0.066365,0
1.8384,6.063,0.54723,0.51248,0
-2.7611,-10.5099,9.0239,-1.9547,1
-1.6029,-0.38903,1.62,1.9103,1
2.877,-4.0599,3.6259,-0.32544,0
2.9736,8.7944,-3.6359,-1.3754,0
-0.23356,3.2405,-3.0669,-2.7784,1
2.7213,7.05,-0.58808,0.41809,0
2.5089,6.841,-0.029423,0.44912,0
3.8644,3.7061,0.70403,0.35214,0
3.404,8.7261,-2.9915,-0.57242,0
1.3419,-4.4221,8.09,-1.7349,0
-0.2062,9.2207,-3.7044,-6.8103,0
-1.7599,11.9211,2.6756,-3.3241,0
0.86736,5.5643,1.6765,-0.16769,0
2.9571,-4.5938,5.9068,0.57196,0
4.0047,0.45937,1.3621,1.6181,0
5.7823,5.5788,-2.4089,-0.056479,0
-0.1269,-1.1505,-0.95138,0.57843,1
0.3292,-4.4552,4.5718,-0.9888,0
2.549,6.1499,-1.1605,-1.2371,0
-0.49281,3.0605,-1.8356,-2.834,1
3.9433,2.5017,1.5215,0.903,0
0.5195,-3.2633,3.0895,-0.9849,0
-1.5075,1.9224,7.1466,0.89136,0
0.11686,3.735,-4.4379,-4.3741,1
-0.26654,-0.64562,-0.42014,0.89136,1
1.581,0.86909,-2.3138,0.82412,1
-2.4115,-9.1359,9.3444,-0.65259,1
3.4642,10.6878,-3.4071,-4.109,0
0.74307,11.17,-1.3824,-4.0728,0
0.040498,8.5234,1.4461,-3.9306,0
2.7391,7.4018,0.071684,-2.5302,0
0.60731,3.9544,-4.772,-4.4853,1
0.29961,7.1328,-0.31475,-1.1828,0
3.0333,-2.5928,2.3183,0.303,0
-0.2951,9.0489,-0.52725,-2.0789,0
0.3292,-4.4552,4.5718,-0.9888,0
2.8969,0.70768,2.29,1.8663,0
4.052,-0.16555,0.45383,0.51248,0
3.9292,-2.9156,2.2129,0.30817,0
3.8244,-3.1081,2.4537,0.52024,0
3.577,2.4004,1.8908,0.73231,0
-2.5463,3.1101,-0.83228,-3.0358,1
1.1317,3.9647,3.3979,0.84351,0
-2.7769,-5.6967,5.9179,0.37671,1
0.0031201,-4.0061,1.7956,0.91722,1
-3.3458,-0.50491,2.6328,0.53705,1
4.5707,7.2094,-3.2794,-1.4944,0
0.66365,-0.045533,-0.18794,0.23447,1
-5.0301,7.5032,-0.13396,-7.5034,1
-3.1366,0.42212,2.6225,-0.064238,1
5.591,10.4643,-4.3839,-4.3379,0
0.57461,10.1105,-1.6917,-4.3922,0
2.7831,10.9796,-3.557,-4.4039,0
0.20977,-0.46146,7.7267,0.90946,0
-1.239,-6.541,4.8151,-0.033204,1
-2.41,3.7433,-0.40215,-1.2953,1
5.032,8.2026,-2.6256,-1.0341,0
1.105,7.4432,0.41099,-3.0332,0
-2.1668,1.5933,0.045122,-1.678,1
4.6014,5.6264,-2.1235,0.19309,0
1.762,4.3682,2.1384,0.75429,0
2.1319,-2.0403,2.5574,-0.061652,0
-1.9389,1.5706,0.045979,-1.122,1
-1.4427,3.2922,-1.9702,-3.4392,1
1.0194,1.1029,-2.3,0.59395,1
-1.0744,-6.3113,5.355,0.80472,1
0.5706,-0.0248,1.2421,-0.5621,0
2.0843,6.6258,0.48382,-2.2134,0
2.229,9.6325,-3.1123,-2.7164,0
-2.1802,3.3791,-1.2256,-2.6621,1
0.65497,5.1815,1.0673,-0.42113,0
-0.36025,-4.449,2.1067,0.94308,1
-0.87874,-2.2121,-0.051701,0.099985,1
-0.88728,2.808,-3.1432,-1.2035,1
-0.28696,3.1784,-3.5767,-3.1896,1
0.24394,1.4733,-1.4192,-0.58535,1
1.0652,8.3682,-1.4004,-1.6509,0
-1.2792,2.1376,-0.47584,-1.3974,1
-0.60254,1.7237,-2.1501,-0.77027,1
1.0182,9.109,-0.62064,-1.7129,0
-2.9662,-10.3257,8.784,-2.1138,1
-5.4808,8.1819,0.27818,-5.0323,1
-0.071503,3.7412,-4.5415,-4.2526,1
1.0607,2.4542,2.5188,-0.17027,0
5.0185,8.5978,-2.9375,-1.281,0
-6.7526,8.8172,-0.061983,-3.725,1
4.9342,2.4107,-0.17594,1.6245,0
1.2262,0.89599,5.7568,-0.11596,0
2.5503,-4.9518,6.3729,-0.41596,0
-1.9667,11.8052,-0.40472,-7.8719,0
0.94732,-0.57113,7.1903,-0.67587,0
0.18868,0.70148,-0.51182,0.0055892,1
0.14329,-1.0885,1.0039,0.48791,1
4.8906,-3.3584,3.4202,1.0905,0
3.0948,8.7324,-2.9007,-0.96682,0
-3.1273,-7.1121,11.3897,-0.083634,1
4.1542,7.2756,-2.4766,-1.2099,0
-0.16682,5.8974,0.49839,-0.70044,0
-2.286,-5.4484,5.8039,0.88231,1
-3.8167,5.1401,-0.65063,-5.4306,1
-1.6641,-1.3678,1.997,0.52283,1
3.2351,9.647,-3.2074,-2.5948,0
3.8969,7.4163,-1.8245,0.14007,0
0.59823,3.5012,-3.9795,-1.7841,1
4.6765,-3.3895,3.4896,1.4771,0
2.5635,6.7769,-0.61979,0.38576,0
-2.9146,4.0537,-0.45699,-4.0327,1
2.6881,6.0195,-0.46641,-0.69268,0
-0.3489,3.1929,-3.4054,-3.1832,1
1.0284,9.767,-1.3687,-1.7853,0
1.9818,9.2621,-3.521,-1.872,0
-4.0214,-12.8006,15.6199,-0.95647,1
1.594,4.7055,1.3758,0.081882,0
-2.8829,3.8964,-0.1888,-1.1672,1
-3.518,2.8763,0.1548,-1.2086,1
-2.258,-9.3263,9.3727,-0.85949,1
-1.6386,3.3584,-1.7302,-3.5646,1
2.0165,-0.25246,5.1707,1.0763,0
2.9856,7.2673,-0.409,-2.2431,0
-2.2501,3.3129,-0.88369,-2.8974,1
0.67886,4.1199,-4.569,-4.1414,1
1.1432,-3.7413,5.5777,-0.63578,0
3.5127,2.9073,1.0579,0.40774,0
2.3969,0.23589,4.8477,1.437,0
-5.0477,-5.8023,11.244,-0.3901,1
3.1219,-3.137,1.9259,-0.37458,0
0.6212,3.6771,-4.0771,-2.0711,1
-4.4775,-13.0303,17.0834,-3.0345,1
-4.9447,3.3005,1.063,-1.444,1
-0.96511,9.4111,1.7305,-4.8629,0
3.0329,2.2948,2.1135,0.35084,0
1.7875,4.78,-5.1362,-3.2362,1
-1.3995,-1.9162,2.5154,0.59912,1
-1.7104,-4.778,6.2109,0.3974,1
-0.86339,1.9348,-2.3729,-1.0897,1
-3.3125,0.10139,0.55323,-0.2957,1
-4.8392,6.6755,-0.24278,-6.5775,1
-0.21394,-0.68287,0.096532,1.1965,1
-1.3,10.2678,-2.953,-5.8638,0
0.3798,0.7098,0.7572,-0.4444,0
1.9105,8.871,-2.3386,-0.75604,0
-0.94255,0.039307,-0.24192,0.31593,1
1.164,3.913,-4.5544,-3.8672,1
2.3164,-2.628,3.1529,-0.08622,0
1.8967,-2.5163,2.8093,-0.79742,0
0.7049,0.17174,-1.7859,0.36119,1
-0.12624,10.3216,-3.7121,-6.1185,0
-0.28015,3.0729,-3.3857,-2.9155,1
5.807,5.0097,-2.2384,0.43878,0
-0.10648,-0.76771,7.7575,0.64179,0
-1.7064,3.3088,-2.2829,-2.1978,1
-1.7697,3.4329,-1.2144,-2.3789,1
0.5706,-0.0248,1.2421,-0.5621,0
-2.7723,3.2777,-0.9351,-3.1457,1
2.5698,-4.4076,5.9856,0.078002,0
2.7296,2.8701,0.51124,0.5099,0
3.7935,7.9853,-2.5477,-1.872,0
-2.4458,1.6285,-0.88541,-1.4802,1
1.5356,9.1772,-2.2718,-0.73535,0
5.3063,5.2684,-2.8904,-0.52716,0
-1.4572,9.1214,1.7425,-5.1241,0
4.8265,0.80287,1.6371,1.1875,0
0.38251,6.8121,1.8128,-0.61251,0
-1.7549,-0.080711,-0.75774,-0.3707,1
-3.506,-12.5667,15.1606,-0.75216,1
1.7257,-4.4697,8.2219,-1.8073,0
-1.9555,0.20692,1.2473,-0.3707,1
1.7317,-0.34765,4.1905,-0.99138,0
-0.0012852,0.13863,-0.19651,0.0081754,1
3.9719,1.0367,0.75973,1.0013,0
3.8481,10.1539,-3.8561,-4.2228,0
5.0297,-4.9704,3.5025,-0.23751,0
-1.3946,2.3134,-0.44499,-1.4905,1
-1.1313,1.9037,7.5339,1.022,0
-0.83535,0.80494,-1.6411,-0.19225,1
-2.62,-6.8555,6.2169,-0.62285,1
-1.2667,2.8183,-2.426,-1.8862,1
0.9297,-3.7971,4.6429,-0.2957,0
-1.4904,-2.2183,1.6054,0.89394,1
3.5862,-3.0957,2.8093,0.24481,0
-2.7264,3.9213,-0.49212,-3.6371,1
4.3239,-4.8835,3.4356,-0.5776,0
-0.50816,2.868,-1.8108,-2.2612,1
-3.3582,-7.2404,11.4419,-0.57113,1
3.245,6.63,-0.63435,0.86937,0
-1.9423,0.3766,-1.2898,-0.82458,1
2.2596,-0.033118,4.7355,-0.2776,0
0.21431,-0.69529,0.87711,0.29653,1
0.12126,0.22347,-0.47327,0.97024,1
-0.40951,-0.15521,0.060545,-0.088807,1
4.0552,0.40143,1.4563,0.65343,0
-0.11783,-1.5789,8.03,-0.028031,0
0.6005,0.99945,-2.2126,0.097399,1
1.8994,0.97462,4.2265,0.81377,0
4.0102,10.6568,-4.1388,-5.0646,0
2.6606,3.1681,1.9619,0.18662,0
-0.87834,3.257,-3.6778,-3.2944,1
0.01727,8.693,1.3989,-3.9668,0
-0.092194,0.39315,-0.32846,-0.13794,1
-0.82601,2.9611,-1.2864,-1.4647,1
2.0193,0.82356,4.6369,1.4202,0
-1.7781,0.8546,7.1303,0.027572,0
3.106,9.5414,-4.2536,-4.003,0
2.5367,2.599,2.0938,0.20085,0
3.9663,10.1684,-4.1131,-4.6056,0
-2.121,-0.05588,1.949,1.353,1
4.2134,-2.806,2.0116,0.67412,0
-1.8483,0.31038,0.77344,1.4189,1
1.4378,0.66837,-2.0267,1.0271,1
-0.0068919,9.2931,-0.41243,-1.9638,0
0.74521,3.6357,-4.4044,-4.1414,1
-2.6864,-0.097265,0.61663,0.061192,1
-0.63298,-5.1277,4.5624,1.4797,1
6.0919,2.9673,-1.3267,1.4551,0
-1.5252,-6.2534,5.3524,0.59912,1
-2.3518,-4.8359,6.6479,-0.060358,1
1.2999,2.5762,2.0107,-0.18967,0
1.3349,6.1189,0.46497,0.49826,0
-2.5754,-5.6574,6.103,0.65214,1
4.2772,2.4955,0.48554,0.36119,0
-1.3274,9.498,2.4408,-5.2689,0
5.1321,-0.031048,0.32616,1.1151,0
-1.8411,10.8306,2.769,-3.0901,0
-1.8629,-0.84841,2.5377,0.097399,1
-0.27802,8.1881,-3.1338,-2.5276,0
1.645,7.8612,-0.87598,-3.5569,0
3.2051,8.6889,-2.9033,-0.7819,0
5.0617,-0.35799,0.44698,0.99868,0
-2.9098,-10.0712,8.4156,-1.9948,1
3.4312,6.2637,-1.9513,-0.36165,0
2.1721,-0.73874,5.4672,-0.72371,0
-4.3967,4.9601,-0.64892,-5.4719,1
-0.82053,0.65181,-0.48869,-0.52716,1
-3.1423,-13.0365,15.6773,-0.66165,1
3.4092,5.4049,-2.5228,-0.89958,0
2.9499,2.2493,1.3458,-0.037083,0
1.9647,6.9383,0.57722,0.66377,0
4.4069,10.9072,-4.5775,-4.4271,0
-0.38388,-1.0471,8.0514,0.49567,0
-1.2568,-1.4733,2.8718,0.44653,1
-1.9458,11.2217,1.9079,-3.4405,0
1.9321,6.0423,0.26019,-2.053,0
4.1711,8.722,-3.0224,-0.59699,0
-0.539,-5.167,3.4399,0.052141,1
-3.5713,-12.4922,14.8881,-0.47027,1
-0.278,8.1881,-3.1338,-2.5276,0
4.1654,-3.4495,3.643,1.0879,0
-3.9172,2.6652,0.78886,-0.7819,1
1.5673,7.9274,-0.056842,-2.1694,0
-1.0802,2.1996,-2.5862,-1.2759,1
1.602,6.1251,0.52924,0.47886,0
1.6988,2.9094,2.9044,0.11033,0
-3.0731,-0.53181,2.3877,0.77627,1
0.90407,3.3708,-4.4987,-3.6965,1
-0.7056,8.7241,2.2215,-4.5965,0
-0.69745,-1.7672,-0.34474,-0.12372,1
3.9529,-2.3548,2.3792,0.48274,0
2.6917,10.8161,-3.3,-4.2888,0
-0.64472,-4.6062,8.347,-2.7099,0
-5.8818,7.6584,0.5558,-2.9155,1
-2.4941,3.5447,-1.3721,-2.8483,1
1.4806,7.6377,-2.7876,-1.0341,0
4.8272,3.0687,0.68604,0.80731,0
-3.551,1.8955,0.1865,-2.4409,1
3.8197,8.9951,-4.383,-4.0327,0
-2.899,-0.60424,2.6045,1.3776,1
1.7452,4.8028,2.0878,0.62627,0
5.1731,3.9606,-1.983,0.40774,0
4.6439,-3.3729,2.5976,0.55257,0
-3.5985,-13.6593,17.6052,-2.4927,1
0.80355,2.8473,4.3439,0.6017,0
5.2418,10.5388,-4.1174,-4.2797,0
-0.33729,-0.64976,7.6659,0.72326,0
-2.0897,10.8265,2.3603,-3.4198,0
-1.682,-6.8121,7.1398,1.3323,1
-2.2804,-0.30626,1.3347,1.3763,1
2.4008,9.3593,-3.3565,-3.3526,0
2.2928,9.0386,-3.2417,-1.2991,0
-4.1409,3.4619,-0.47841,-3.8879,1
-0.53072,-0.097265,-0.21793,1.0426,1
-1.4781,0.14277,-1.1622,-0.48579,1
-0.49081,2.8452,-3.6436,-3.1004,1
4.1197,-2.7956,2.0707,0.67412,0
-2.0759,10.8223,2.6439,-4.837,0
-1.8969,-6.7893,5.2761,-0.32544,1
3.3004,7.0811,-1.3258,0.22283,0
-3.9204,4.0723,-0.23678,-2.1151,1
-3.7573,-8.2916,10.3032,0.38059,1
1.3566,4.2358,2.1341,0.3211,0
-4.8426,-4.9932,10.4052,-0.53104,1
3.1452,5.825,-0.51439,-1.4944,0
1.5268,-5.5871,8.6564,-1.722,0
0.5706,-0.024841,1.2421,-0.56208,0
0.26877,4.987,-5.1508,-6.3913,1
-2.4725,-0.40145,1.4855,1.1189,1
0.64376,3.764,-4.4738,-4.0483,1
3.8962,-4.7904,3.3954,-0.53751,0
-0.69879,-3.3771,4.1211,1.5043,1
1.8799,2.4707,2.4931,0.37671,0
0.19081,9.1297,-3.725,-5.8224,0
-0.71868,-5.7154,3.8298,1.0233,1
5.2423,11.0272,-4.353,-4.1013,0
4.3483,11.1079,-4.0857,-4.2539,0
-3.8483,-12.8047,15.6824,-1.281,1
-1.2424,-1.7175,-0.52553,-0.21036,1
4.7965,6.9859,-1.9967,-0.35001,0
3.9994,0.90427,1.1693,1.6892,0
-1.6662,-0.30005,1.4238,0.024986,1
-4.0173,-8.3123,12.4547,-1.4375,1
5.0691,0.21313,0.20278,1.2095,0
-1.3414,-2.0776,2.8093,0.60688,1
-5.3012,7.3915,0.029699,-7.3987,1
-6.4247,9.5311,0.022844,-6.8517,1
-1.7263,-6.0237,5.2419,0.29524,1
-0.8734,-0.033118,-0.20165,0.55774,1
1.162,10.2926,-1.2821,-4.0392,0
2.3729,10.4726,-3.0087,-3.2013,0
-2.484,12.1611,2.8204,-3.7418,0
-2.3242,11.5176,1.8231,-5.375,0
-2.4824,-7.3046,6.839,-0.59053,1
-2.3142,-0.68494,1.9833,-0.44829,1
1.3562,3.2136,4.3465,0.78662,0
-0.55648,3.2136,-3.3085,-2.7965,1
4.6562,7.6398,-2.4243,-1.2384,0
-1.4233,-0.98912,2.3586,0.39481,1
3.744,0.79459,0.95851,1.0077,0
-0.2361,9.3221,2.1307,-4.3793,0
4.4549,2.4976,1.0313,0.96894,0
4.5459,8.1674,-2.4586,-1.4621,0
-1.786,-8.1157,7.0858,-1.2112,1
4.9362,7.6046,-2.3429,-0.85302,0
0.37984,0.70975,0.75716,-0.44441,0
-1.8584,7.886,-1.6643,-1.8384,0
3.0009,5.8126,-2.2306,-0.66553,0
-1.366,0.18416,0.90539,1.5806,1
-2.3898,-0.78427,3.0141,0.76205,1
-2.9498,-8.273,10.2646,1.1629,1
4.2478,7.6956,-2.7696,-1.0767,0
-2.3211,3.166,-1.0002,-2.7151,1
0.9297,-3.7971,4.6429,-0.2957,0
0.27331,4.8773,-4.9194,-5.8198,1
1.5691,6.3465,-0.1828,-2.4099,0
3.9121,2.9735,0.92852,0.60558,0
3.7758,7.1783,-1.5195,0.40128,0
4.0446,11.1741,-4.3582,-4.7401,0
-1.8439,-8.6475,7.6796,-0.66682,1
5.6272,10.0857,-4.2931,-3.8142,0
4.2406,-2.4852,1.608,0.7155,0
-0.91318,-2.0113,-0.19565,0.066365,1
1.9572,-5.1153,8.6127,-1.4297,0
0.066129,2.4914,-2.9401,-0.62156,1
0.52374,3.644,-4.0746,-1.9909,1
1.1644,3.8095,-4.9408,-4.0909,1
2.0139,6.1416,0.37929,0.56938,0
5.0214,8.0764,-3.0515,-1.7155,0
-1.8391,-9.0883,9.2416,-0.10432,1
4.5447,8.2274,-2.4166,-1.5875,0
0.75108,1.9161,-3.1098,-0.20518,1
-0.17296,-1.1816,1.3818,0.7336,1
